Unnamed: 0,video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,commentCount,subscriberCount,duration,definition,thumbnail-url,hue,saturation,lightness,face_count,text_presence,lang,recognized_text
0,8zpwfjU_Kuk,Finanztip,"Auto durchgerechnet: Was lohnt sich mehr – kaufen, finanzieren oder leasen?","['Auto kaufen', 'auto leasen', 'auto finanzieren', 'autokredit', 'neuwagen', 'gebrauchtwagen', 'junger gebrauchter', 'auto kaufen oder finanzieren', 'auto kredit aufnehmen', 'auto anschaffen', 'wertverlust', 'auto', 'anzahlung', 'jahreswagen', 'Saidi', 'Finanztip', 'Video der Woche', 'Alternative auto', 'auto pannenhäufigkeit']",2020-02-21T13:00:02Z,579543,7731.0,808.0,,PT9M43S,hd,https://i.ytimg.com/vi/8zpwfjU_Kuk/hqdefault.jpg,15.182135581970217,0.3464202582836151,0.4166340827941894,1.0,1,['de'],"['kaufen', 'autoi', 'oder', 'leasen', 'finanzierent', 'ft', 'finnziip']"
1,YmjlBjb-uY8,Law By Mike,How The Secret Service Protects The President,"['law', 'lawyer', 'laws', 'hacks', 'law by mike', 'lawbymike', 'lawyer reacts', 'lawyer tips', 'legal', 'repeat after me', 'repeatafterme', 'shorts', 'shorts hot', 'shorts video', 'shorts youtube', 'social media addiction', 'tips', 'tips and tricks', 'tricks', 'tricky', 'law by mike tiktok', 'law school', 'lawsuit', 'lawsuit explained', 'lawsuits and settlements', 'legal analysis', 'mrbeast', 'music', 'real lawyer', 'songs', 'lawyers', 'reaction', 'tiktok', 'tik tok', 'funny', 'youtube shorts', 'trending', 'funny videos', 'react', 'memes', 'mike', 'beast', 'jimmydonaldson']",2024-12-21T18:37:38Z,11527510,975642.0,2683.0,,PT52S,hd,https://i.ytimg.com/vi/YmjlBjb-uY8/hqdefault.jpg,336.1184997558594,0.1407122462987899,0.3002009689807892,0.0,1,['en'],"['the', 'president']"
2,O13rRW42UJ8,Linus Boman,In 1993 Prince released his own font. #shorts,['prince'],2021-09-07T13:45:01Z,294625,18885.0,193.0,,PT47S,hd,https://i.ytimg.com/vi/O13rRW42UJ8/hqdefault.jpg,346.9950866699219,0.312514454126358,0.2645281851291656,1.0,0,['en'],[]
3,HWt-THXL1DQ,La Vanguardia,VAGINA: Cómo combatir la laxitud vaginal,"['Vagina (Anatomical Structure)', 'Health Care (Industry)', 'Health (Industry)', 'Relaxation Technique (Medical Treatment)', 'La Vanguardia (Newspaper)', 'vaginal laxity', 'sexual', 'clitoris', 'vanguardia', 'lavanguardia', 'noticia']",2015-11-17T12:00:00Z,7367724,15089.0,1705.0,,PT5M55S,hd,https://i.ytimg.com/vi/HWt-THXL1DQ/hqdefault.jpg,278.8208312988281,0.1296743601560592,0.3529960513114929,1.0,0,['ca'],['vang']
4,PvUArQNe3LA,Programmieren lernen,HACKEN LERNEN: Passwörter knacken (Tutorial & Challenge),"['Programmierer werden', 'Software-Programmierer', 'Entwickler', 'Software-Entwickler', 'Job', 'Karriere', 'Developer', 'Webdeveloper', 'Web-Developer', 'Ausbildung', 'Weiterbildung', 'Coaching', 'HTML', 'JavaScript', 'lernen', 'schnell', 'Premium', 'Lebenslauf', 'Studium', 'Arbeit', 'Developer Akademie', 'Akademie', 'Schule', 'Uni', 'Portfolio aufbauen', 'Programmieren lernen', 'Umschulung', 'Fortbildung', 'IT', 'Programmierer', 'programmierer werden ohne studium', 'Bootcamp', 'Coden', 'Herr Programmierer', 'Schnell', 'Programmieren']",2022-03-16T17:00:15Z,640640,21417.0,837.0,,PT15M9S,hd,https://i.ytimg.com/vi/PvUArQNe3LA/hqdefault.jpg,18.244882583618164,0.5605739951133728,0.1976926028728485,1.0,1,['de'],"['hacke', 'dieses', 'passwort', 'obsafitadbgrts', 'tshutfizelefilcabl', 'ak', 'ksdeabbihlacedize', 'aolskimffsisstc', 'tutorial']"
5,L3XcJkMm2qw,CHECKER WELT,Das Zitronenauto?! | CheXperiment mit Checker Tobi | Die Entdeckershow,"['Checker Tobi', 'Chexperiment', 'Elektroauto', 'Experiment', 'Kindersendung', 'Video für Kinder', 'Wissen', 'Wissen für Kinder', 'Zitronen', 'Checker Tobi KiKA', 'Physik für Kinder']",2022-06-24T16:00:45Z,406083,1874.0,0.0,,PT14M10S,hd,https://i.ytimg.com/vi/L3XcJkMm2qw/hqdefault.jpg,254.467514038086,0.2401534169912338,0.3497405350208282,0.0,1,['de'],"['periment', 'che']"
6,5MD796M-JLU,DW Documental,Volver a empezar en Chernóbil | DW Documental,"['DW', 'DW Documental', 'Documentales en español', 'canal aleman', 'documental', 'documental 2021', 'full documentary', 'documentales completos', 'Deutsche Welle', 'reportajes', 'reportajes completos', 'documentales gratis', 'Documental', 'Ucrania', 'Rusia', 'separatistas', 'Ucrania del este', 'guerra', 'cesio', 'estroncio']",2022-02-22T20:00:00Z,404525,7398.0,518.0,,PT28M27S,hd,https://i.ytimg.com/vi/5MD796M-JLU/hqdefault.jpg,188.1756134033203,0.1921100318431854,0.2526949048042297,0.0,1,"['es', 'de']","['dw', 'imejor', 'radiacion', 'guerraf', 'que']"
7,i75vlmYkcgA,Kenhub - Learn Human Anatomy,Male Surface Anatomy Definition (preview) - Human Anatomy | Kenhub,"['male vs female surface anatomy', 'male surface anatomy landmarks', 'male surface landmarks', 'male surface anatomy', 'surface anatomy males', 'male surface anatomy video', 'male surface anatomy tutorial', 'anatomy surface marking', 'male body anatomy', 'anatomy of male body', 'differences between male and female body', 'male and female anatomy differences', 'male and female anatomy similarities', 'male and female anatomy model', 'male bony landmarks', 'male soft tissue anatomy', 'male posterior anatomy']",2016-10-31T08:47:29Z,171052,,2.0,,PT2M1S,hd,https://i.ytimg.com/vi/i75vlmYkcgA/hqdefault.jpg,359.06378173828125,0.2554812729358673,0.5901179313659668,1.0,1,['en'],"['male', 'surface', 'anatomy']"
8,ybjl5nXSR-U,Blippi auf Deutsch - Lernvideos für Kinder,Blippi Deutsch - Lernt Farben und Zählen am Strand | Abenteuer und Videos für Kinder,"['Blippi', 'Blippi Spielzeug', 'Kinderreime', 'Kinderlieder', 'Kleinkinder Kinder Vorschule', 'Traktoren', 'Feuerwehrautos', 'Müllwagen', 'Monster Trucks', 'Bagger lernen lernen', 'Kinderreim', 'Kinder', 'Lernvideos für Kinder', 'Pädagogisch Videos für Kleinkinder', 'lernen', 'lernen mit Blippi', '123', 'abc', 'abc lieder', 'cartoons', 'cartoons für kinder', 'Zeichentrickfilme', 'Farben lernen', 'Zahlen lernen', 'Formen lernen', 'kinderlieder', 'Spaß', 'abenteuer', 'Lernt Farben und Zählen am Strand', 'Zählen am Strand', 'lerne Zählen']",2021-04-03T11:00:32Z,5775186,6430.0,0.0,,PT10M41S,hd,https://i.ytimg.com/vi/ybjl5nXSR-U/hqdefault.jpg,299.1654357910156,0.4727424085140228,0.4832252860069275,0.0,1,['de'],"['blippi', 'deutsch']"
9,CRgJHTmBGOE,Dinge Erklärt – Kurzgesagt,"Was passiert, wenn eine Atombombe deine Stadt trifft?","['Atomwaffe', 'Atomwaffen', 'Atombombe', 'Nuklearwaffe', 'Wasserstoffbombe', 'Atomkrieg', 'Fallout', 'A-Bombe', 'H-Bombe', 'Feuerball', 'Blitz', 'Wärmepuls', 'Stoßwelle', 'Atompilz', 'Feuersturm', 'schwarzer Regen', 'Hiroshima', 'Nagasaki', 'Sprengkopf', 'Kernwaffe', 'Strahlung', 'Krebs', 'Kontamination', 'Rotes Kreuz', 'ICRC', 'Stadt', 'nukleare Explosion', 'Bewegung des roten Halbmonds']",2020-07-01T12:30:01Z,6932887,180409.0,12755.0,,PT9M11S,hd,https://i.ytimg.com/vi/CRgJHTmBGOE/hqdefault.jpg,308.1264343261719,0.6950933337211609,0.3171644508838653,0.0,1,['de'],['atomangrife']
